2025-03-11 08:19:36,Add Entry,,00:00:00,2025-03-11
2025-03-11 08:19:49,Add Entry,,00:00:00,2025-03-11
2025-03-11 08:20:10,Start,Free,00:00:00,2025-03-11
2025-03-11 08:20:20,Stop,Free,00:00:10,2025-03-11
2025-03-11 08:20:20,Start,Courriels,00:00:00,2025-03-11
2025-03-11 08:22:39,Add Entry,,00:00:00,2025-03-11
2025-03-11 08:22:46,Stop,Courriels,00:02:25,2025-03-11
2025-03-11 08:22:46,Start,Inductors,00:00:00,2025-03-11
2025-03-11 08:52:10,Add Entry,,00:00:00,2025-03-11
2025-03-11 09:01:04,Stop,Inductors,00:38:17,2025-03-11
2025-03-11 09:01:04,Start,Yangfeng,00:00:00,2025-03-11
2025-03-11 09:01:17,Stop,Yangfeng,00:00:13,2025-03-11
2025-03-11 09:01:17,Start,Inductors,00:38:18,2025-03-11
2025-03-11 09:03:18,Stop,Inductors,00:40:17,2025-03-11
2025-03-11 09:03:18,Start,Yangfeng,00:00:13,2025-03-11
2025-03-11 09:25:01,Stop,Yangfeng,00:21:56,2025-03-11
2025-03-11 09:25:01,Start,Inductors,00:40:18,2025-03-11
2025-03-11 09:55:03,Stop,Inductors,01:10:19,2025-03-11
2025-03-11 09:55:03,Start,Courriels,00:02:25,2025-03-11
2025-03-11 09:56:53,Add Entry,,00:00:00,2025-03-11
2025-03-11 09:56:56,Stop,Courriels,00:04:18,2025-03-11
2025-03-11 09:56:56,Start,Whoop,00:00:00,2025-03-11
2025-03-11 10:55:57,Add Entry,,00:00:00,2025-03-11
2025-03-11 10:59:38,Stop,Whoop,01:02:41,2025-03-11
2025-03-11 10:59:38,Start,Arkema,00:00:00,2025-03-11
2025-03-11 11:59:18,Stop,Arkema,00:59:39,2025-03-11
2025-03-11 11:59:18,Start,Inductors,01:10:19,2025-03-11
2025-03-11 11:59:22,Add Entry,,00:00:00,2025-03-11
2025-03-11 11:59:32,Stop,Inductors,01:10:32,2025-03-11
2025-03-11 11:59:32,Start,non-attribué,00:00:00,2025-03-11
2025-03-11 12:03:01,Add Entry,,00:00:00,2025-03-11
2025-03-11 12:03:05,Stop,non-attribué,00:03:32,2025-03-11
2025-03-11 12:03:05,Start,Diner,00:00:00,2025-03-11
2025-03-11 13:05:03,Add Entry,,00:00:00,2025-03-11
2025-03-11 13:05:05,Stop,Diner,01:01:59,2025-03-11
2025-03-11 13:05:05,Start,Free,00:00:10,2025-03-11
2025-03-11 13:05:07,Stop,Free,00:00:11,2025-03-11
2025-03-11 13:05:07,Start,non-attribué,00:03:33,2025-03-11
2025-03-11 13:05:39,Stop,non-attribué,00:04:05,2025-03-11
2025-03-11 13:05:39,Start,BT022 Revue PCB,00:00:00,2025-03-11
2025-03-11 13:10:01,Stop,BT022 Revue PCB,00:04:20,2025-03-11
2025-03-11 13:10:01,Start,Whoop,01:02:41,2025-03-11
2025-03-11 13:17:54,Add Entry,,00:00:00,2025-03-11
2025-03-11 14:20:40,Stop,Whoop,02:13:21,2025-03-11
2025-03-11 14:20:40,Start,Diner,01:02:00,2025-03-11
2025-03-11 14:20:44,Add Entry,,00:00:00,2025-03-11
2025-03-11 14:20:54,Add Time,Free,00:00:13,2025-03-11
2025-03-11 14:26:53,Stop,Diner,01:08:11,2025-03-11
2025-03-11 14:26:53,Start,Whoop,02:13:21,2025-03-11
2025-03-11 14:34:06,Stop,Whoop,02:20:34,2025-03-11
2025-03-11 14:34:06,Start,BT022 Revue PCB,00:04:21,2025-03-11
2025-03-11 14:59:01,Add Entry,,00:00:00,2025-03-11
2025-03-11 14:59:13,Stop,BT022 Revue PCB,00:29:27,2025-03-11
2025-03-11 14:59:13,Start,Bt019 Revue PCB,00:00:00,2025-03-11
2025-03-11 15:02:53,Stop,Bt019 Revue PCB,00:03:39,2025-03-11
2025-03-11 15:02:53,Start,Free,00:00:13,2025-03-11
2025-03-11 15:28:10,Stop,Free,00:25:29,2025-03-11
2025-03-11 15:28:10,Start,BT019 Revue PCB,00:03:40,2025-03-11
2025-03-11 15:35:19,Stop,BT019 Revue PCB,00:10:49,2025-03-11
2025-03-11 15:35:19,Start,non-attribué,00:04:05,2025-03-11
2025-03-11 15:49:01,Add Entry,,00:00:00,2025-03-11
2025-03-11 15:49:06,Stop,non-attribué,00:17:51,2025-03-11
2025-03-11 15:49:06,Start,Whoop,02:20:34,2025-03-11
2025-03-11 15:58:11,Stop,Whoop,02:29:39,2025-03-11
2025-03-11 15:58:11,Start,Bose,00:00:00,2025-03-11
2025-03-12 16:58:43,Stop,Bose,1:00:30,2025-03-11
